id,keyword,location,text,target,Correct Prediction,BERT-8b7db91c,LSTM_DROPOUT-GloVe-8b7db91c,GRU-GloVe-8b7db91c
2040,mass%20murder,,@noah_anyname Socialism means mass murder. Houze that for 'correlation'?,0,0,0.42959392071,0.47045594453999995,0.70844328403
2049,mass%20murder,,@Cynicalreality when the subject is mass murder. @LetsBe_Rational @MishaWeller @llr517,1,1,0.8317346572900001,0.47005009651,0.7549791932100001
2051,mass%20murder,The Real World,@CamPepperr @RiceeChrispies Then he would go to jail. But that wasn't a mass murder was it? It was a mistake that he made and he doesn't,0,0,0.37212935090000004,0.42548790574,0.59058153629
2052,mass%20murder,,Amazing how smug this guy is about the use of mass murder as a global power play. https://t.co/AlTTBJy8B9,1,1,0.61420655251,0.27867591380999995,0.30020445585
2053,mass%20murder,,Like bro they just committed a mass murder. You think they're gonna be scared to get guns illegally ????,1,1,0.30775588751,0.5099374055899999,0.64629662037
2058,mass%20murderer,,@AParra210 So you are stereotyping the people. Are you a mass murderer like today's shooter?,0,0,0.42481970787,0.68222886324,0.8528380394
2060,mass%20murderer,Still on my laptop,This is worth a re-read: 'A MASS-MURDERER' By Stuart Syvret http://t.co/C9UAyjrXt9 via @gojam_i_am,0,0,0.25892272592,0.5989086628,0.48147031665
2063,mass%20murderer,"Fukushima, JAPAN",Mass murderer had sex without touching each other or taking their clothes off because he was so fanatical on hygiene http://t.co/RfewQRGzbs,1,1,0.6202496886300001,0.42193943261999994,0.3170914948
2070,massacre,,embrace the beauty of the massacre that lies ahead,0,0,0.6958560347600001,0.26347690820999997,0.30729031563000003
2080,massacre,,Thus ends the clam massacre of 2015. #clambake #showgirldayoff https://t.co/PtyUJJi67T,1,1,0.16752189398,0.75331658125,0.7281954288500001
2096,mayhem,,El Nino is getting stronger! Monster weather system may bring relief to California but it could cause 'mayhem' elÛ_ http://t.co/A9PoFHBbjf,1,1,0.98550128937,0.5677221417399999,0.47970637679
2119,military,Abuja,Inspectors So Far Denied Access to Iran's Scientists - Wall Street Journal http://t.co/SuR3odwMKa http://t.co/2VSX1yO5hT,1,1,0.52255666256,0.43597215413999996,0.42550826073
2122,military,,Texian Iliad: A Military History of the Texas Revolution by Hardin Stephen L. http://t.co/RrIDS0mrJ1 http://t.co/wybtUk7LbG,1,1,0.66939872503,0.38014933467,0.28054457903
2123,military,,US Military EM 951 Auto-Mechanics Course Vols 1-5 - 1944 - WWII http://t.co/lY6S5MH3vR http://t.co/c29V8UBXcq,0,0,0.38905718923,0.50727784634,0.56588119268
2125,military,,VINTAGE EAGLE 4' OIL CAN OILER FOR WWII JEEP MB GPW MILITARY VEHICLE TOOL KIT http://t.co/9tpFRN725P http://t.co/hVH6b3wOLg,0,0,0.15620291233,0.72705441713,0.7449671626100001
2135,mudslide,Merseyside,@AlexxPage cried at the mudslide cake ??,0,0,0.52148640156,0.05289931223,0.041724197569999996
2138,mudslide,"LaPorte, IN",When you can eat a whole wet burrito and mudslide in 5 minutes. http://t.co/lljzxY8Pc2,0,0,0.58633542061,0.2950193584,0.37944430113000005
2141,mudslide,1/11 numberjacks squad,@picniclester it was a mudslide,1,1,0.8995002508200001,0.2614197433,0.46756532788000005
2144,mudslide,"ÃÃT: 58.193556,-5.334943","Looks like a Mudslide!

#GBBO",0,0,0.86634534597,0.36915159225,0.28423368931
2145,mudslide,St Albans,@curryspcworld looks like a mudslide. Unreal scenes.,1,1,0.5626330375699999,0.31962680817,0.46619206666999996
2148,natural%20disaster,,@patrickandsam @ghaccount I've been screaming natural disaster for months but now idk. Maybe a hospital crisis.,1,1,0.46513807774,0.6555257439600001,0.8763582706499999
2152,natural%20disaster,bishop amat,natural disaster on you half ass rappers,0,0,0.6136906147,0.23872588575,0.39129886030999994
2157,natural%20disaster,U.A.E.,Washi is indeed 'A Natural Disaster' ????,1,1,0.7060982585,0.34654825926,0.4640606045699999
2159,natural%20disaster,Modishthaan,RT Karnythia: Another #ErasureIsNotEquality example? Movies like The Impossible about a natural disaster in Thailand that focuses on white Û_,1,1,0.29604274035,0.56414842606,0.69563311338
2160,natural%20disaster,"Washington, DC area",@jonk @jamucsb Hopefully this vacation *doesn't* include an earthquake or other natural disaster!,1,1,0.16595888138,0.81433326006,0.8642965555200001
2162,natural%20disaster,Interwebs,How You Can Help The Community In The Event Of A Natural Disaster - http://t.co/42LgdZXz62,1,1,0.9021496772799998,0.54175007343,0.39691129327
2184,nuclear%20reactor,Finland,@MaximEristavi Meanwhile in Finland: Nuclear project with Russian Rosatom moves on http://t.co/ogkoeFvzrj,1,1,0.43261393905,0.52257436514,0.41847169399000006
2185,nuclear%20reactor,,Finnish ministers: Fennovoima nuclear reactor will go ahead http://t.co/rcLgI3tWAi,0,0,0.51586544514,0.50220513344,0.46207177638999997
2186,nuclear%20reactor,,#NuclearPower Global Nuclear Reactor Construction Market grew 4.5% between 2013 and 2014: Û_ Nuclear Reactor Co... http://t.co/BXPjjeQDrG,0,0,0.23278915881999998,0.62192094326,0.57180613279
2187,nuclear%20reactor,,ThorCon: A Thorium Molten Salt Reactor System that can be built Now https://t.co/K90M1qoE9q #thorium #Auspol #climate #nuclearrcSA #nuclear,1,1,0.36311376095,0.66004890203,0.43156278133000003
2188,nuclear%20reactor,Washington DC region,Steam pipe problems sideline US #Navy's 3 newest #submarines. #breaking news. My story at http://t.co/L8QFRdwBPg http://t.co/JrzjtqjSi7,0,0,0.7879428863500001,0.16098594666,0.23703749478
2189,nuclear%20reactor,,Navy sidelines three newest submarines pending steam plant inspections @defense_news writes: http://t.co/zTm4KPkLUn,0,0,0.5431728959100001,0.26614189148,0.18341574073
2191,nuclear%20reactor,Helsinki,Finnish Nuclear Plant to Move Ahead After Financing Secured http://t.co/S9Jhcf3lD7 @JukkaOksaharju @ollirehn @juhasipila,0,0,0.35438302159,0.50207823515,0.4122633636
2193,nuclear%20reactor,"Lemon Grove, CA","http://t.co/N6Semm2M6i

SAN ONOFRE NUCLEAR REACTOR WASTE TO BE BURIED UNDER SHORELINE USING 3 BILLION IN TAX PAYER DOLLARS",0,0,0.4800850749,0.6290788054500001,0.7346068024600001
2195,obliterate,USA,Watch Sarah Palin OBLITERATE Planned Parenthood For Targeting Minority Women! ÛÒ BB4SP http://t.co/JWfAAu1my5,0,0,0.16852271557,0.48316931725,0.6066776514100001
2201,obliterate,"North Carolina, USA",This is progress? Weaponry to obliterate every trace of natural life? This is absolute total lunacy. #Hiroshima http://t.co/tBhiSukfvn,1,1,0.41436201334,0.64328163862,0.65080779791
2204,obliterate,Bucks,@lionofjudah1948 @AmericanJewry The Nazis pursued their ambitions to obliterate a religion in Europe #Israel is trying to do the same,1,1,0.61865711212,0.45139572023999996,0.35320273041999994
2218,obliterated,Nanda Parbat,Mad kids and innocent people who had nothing to do with the war got obliterated smh,0,0,0.66259759665,0.19355867803,0.25963261724
2224,obliterated,LastLevelPress.com,Took'em long enough. Good that they're making some amends though this has still obliterated their reputation. https://t.co/1g9s3KeASL,0,0,0.6019974947,0.09794933349,0.09767336398
2257,oil%20spill,,Got the gas and the splash like an oil spill.,0,0,0.39524400233999996,0.8802754879000001,0.7629050016399999
2261,oil%20spill,Arlington,When the Government couldn't figure out how to plug the Gulf oil spill so Chuck Norris plugged it...with his fist.,1,1,0.29828515649,0.49957561493,0.57321840525
2278,pandemonium,"Loreto College, Mullingar",This time next week there will be absolute pandemonium in several homes around Westmeath with some carefully... http://t.co/nwfNxs4rIE,0,0,0.7748966217000001,0.40806740522,0.31244874001
2280,pandemonium,Nigeria,Welcome to http://t.co/4XsCjtvmmM: Pandemonium In Aba As Woman Delivers Baby Without... http://t.co/2tTsTvbgIx,0,0,0.66174423695,0.19359870255,0.13496378064
2281,pandemonium,"Toronto, Canada",On the Christie Hillside: Game 4 - Pandemonium at the Pits http://t.co/sRCKaWAndm @IBLMapleLeafs @IBL1919 http://t.co/dtImtSQu7z,0,0,0.6230700015999999,0.29062339664000003,0.15474580228
2284,pandemonium,Jabalpur,Bihar Assembly fails to transact business due to pandemonium http://t.co/stp2Rsm3Af http://t.co/Dx8zBWAr4k,0,0,0.92888897657,0.28020215034,0.28733611106999996
2286,pandemonium,"Durham, NC",The move Saturday --&gt; #Mirage! 400 N. West st. Raleigh NC 21+ http://t.co/bXdaTWjNHS Tickets at: http://t.co/7hAnPcr5rK,1,1,0.1420416832,0.40417876840000005,0.63376879692
2287,pandemonium,Nigeria|| Lagos,Pandemonium In Aba As Woman Delivers Baby Without Face (Photos): According to eye witnesses in Ogbor Hill in A... http://t.co/lJYIG8RBOQ,1,1,0.9517198801000001,0.49895694852,0.36094069480999996
2319,police,Wolverhampton,A man tried to steal my phone I saw ye police near me and punched him and started shouting for them. I ran after him for two miles....,0,0,0.39239326119,0.80174344778,0.6000676155100001
2322,police,,EFF and MuckRock run census to find out how local police track your biometrics http://t.co/vA9PvpS9Dj,0,0,0.06858202815,0.50342524052,0.56311005354
2325,police,Uganda l Africa l Worldwide.,#Np love police @PhilCollinsFeed On #LateNiteMix Uganda Broadcasting Corporation. UBC 98FM #Radio/ #Uganda / #MbbLive,0,0,0.12352177500999999,0.5101057291,0.56855243444
2329,police,"Colorado, The Mile High City",@longshipdriver the police here in the U.S. need to stop killing people,0,0,0.3198928833,0.57950615883,0.62769287825
2340,quarantine,2014.02.14~ing,Quarantine.' Enforced isolation to prevent contamination that could lead to disease or in some cases death.,1,1,0.43283244967,0.41273826361,0.5082609057399999
2360,radiation%20emergency,"Pretoria, South Africa",You knew that Israel is a world leader in lifesaving emergency services. And now looking far beyond Haiti and... http://t.co/49N6YzAjvd,0,0,0.69351089001,0.44482946396000006,0.34320494533
2363,radiation%20emergency,Morganton GA,On 7/30/2015 Radiation council of Japanese government admitted the reform bill to raise the dose limit from 100... http://t.co/6bTeSV9CdM,0,0,0.47791039943999997,0.44581052661000004,0.50470298529
2365,rainstorm,nipple squad makes me happy,DOES ANYONE REMEMBER WHEN 5SOS CAME W 1D ON THE TMH TOUR WE HAD A GIANT RAINSTORM AND LAST NIGHT WE HAD ONE ALSO. @5SOS STOP BRINING RAIN,1,1,0.79313385487,0.3520283401,0.5289134383199999
2366,rainstorm,,Another fun night. My daughter gets a flat tire on her car. Calls and doesn't know how to change it. Worst rainstorm all year. Now she knows,1,1,0.66956990957,0.16967117786,0.13630750775
2367,rainstorm,"Secane, PA",Approaching rainstorm http://t.co/3YREo3SpNU,1,1,0.89213466644,0.37572979927,0.34096434711999996
2374,rainstorm,"Memphis, TN",driving home after a fairly large rainstorm makes me wonder how some of y'all manage to drive when it's dry out,1,1,0.5484510660199999,0.33216881752,0.19351258874000002
2378,rainstorm,"Banner Elk, NC",Welcome to Avery County! Just your everyday rainstorm. https://t.co/0Lw6GyeAgB,1,1,0.5478516221,0.5526681542399999,0.42927294969999996
2400,refugees,,wowo--=== 12000 Nigerian refugees repatriated from Cameroon,1,1,0.42021930218000003,0.77461743355,0.83216935396
2407,refugees,lbtidronegirlshell,Still wonder why they will do anything to have a life anywhere. Wars u support CAUSE refugees open boarders. #auspol https://t.co/3MjtE74AiW,1,1,0.52460628748,0.18483114243,0.16454093158
2409,refugees,Europa,"More dirtylying dishonest #refugees for the #UK. 
http://t.co/3m7amh1E33

#WhiteGenocide #gays #Britain #British http://t.co/FzOv8WcbYI",0,0,0.28761744499,0.7739489078499999,0.62406426668
2441,rescuers,"Orange County, California",The Rescuers and The Rescuers Down Under are on NetflixÛ_ YouÛªre welcome.,1,1,0.22846484184000002,0.50688380003,0.79629546404
2465,riot,U.K.,Riot police intervene after Southampton and Vitesse Arnhem supporters clash: Û¢ Fans clash in buildup to second legÛ_ http://t.co/I8GX67wbGv,1,1,0.44585746527,0.9800789952299999,0.7543057203300001
2468,rioting,,#BHRAMABULL Watch Run The Jewels Use Facts to Defend Rioting in Ferguson: The socially minded duo takes on the... http://t.co/9iP2vqHFWi,1,1,0.85063970089,0.30258685350000003,0.21775195003000003
2470,rioting,Tri-State,#BHRAMABULL Watch Run The Jewels Use Facts to Defend Rioting in Ferguson: The socially minded duo takes on the... http://t.co/y9eTXHCvjr,1,1,0.85063970089,0.30258685350000003,0.21775195003000003
2471,rioting,Azeroth,@amiestager there's better alternatives than rioting and if we don't kill them they'll kill us...,0,0,0.54791557789,0.48911780119,0.73122107983
2474,rioting,Davis,@abbydphillip @dahboo7 Shh...it's only OK for the puny 13% black population to get mad. The gov can't control the majority rioting.,0,0,0.42343306541000003,0.47853621840000005,0.5828264355699999
2476,rioting,Ã¥Â©hicago,@brownblaze on tumblr the day/night of it was all over. The first I heard anything about it anywhere elsewere simply reports of rioting.,1,1,0.54279786348,0.34018373489,0.3824827075
2477,rioting,"Manhattan, NY",Why are we not rioting in the streets for change/a future? We outnumber lobbyists! #WakeUpAmerica #CleanPowerPlan http://t.co/sONJy4HK46,0,0,0.30365177989,0.59467047453,0.42046481371
2479,rioting,"Dublin, Ireland",.@runjewels appear in a new video by @BBC defending the riots in Ferguson: http://t.co/veh1seVDKO http://t.co/h2GziEfJXt,1,1,0.71852338314,0.27622193098000003,0.21165804565000002
2480,rioting,Liverpool,Half of Australia is currently rioting because they think 'Extras' is an aboriginal cricketer stealing their sport.,1,1,0.13759219646,0.57437211275,0.70357596874
2484,rubble,Worldwide,#360WiseNews : China's Stock Market Crash: Are There Gems In The Rubble? http://t.co/QDwRjmmk89,1,1,0.57463896275,0.5969806909600001,0.36433148384
2485,rubble,UberlÃÂ¢ndia - MG - Brasil,China's Stock Market Crash: Are There Gems In The Rubble? http://t.co/7R7ADdVbsX,0,0,0.57596540451,0.5991091132199999,0.40935900807
2488,rubble,,China's Stock Market Crash: Are There Gems In The Rubble?: ChinaÛªs stock market crash this summer has sparked ... http://t.co/OajW6rTFNc,0,0,0.34485656023,0.57908070087,0.5366151928899999
2491,rubble,HUSTON TEXAS 1-844-360-WISE,#360WiseNews : China's Stock Market Crash: Are There Gems In The Rubble? http://t.co/vTJ1EoslrU,0,0,0.57463896275,0.5969806909600001,0.36433148384
2494,rubble,West Coast,"@KurtSchlichter Grandpa fought his way across Western Eurpoe mustered out in Guam on his way to the Home Islands.

Bounce the rubble.",0,0,0.26957184075999996,0.95870178938,0.87516480684
2499,rubble,New York,China's Stock Market Crash: Are There Gems In The Rubble? http://t.co/qEn1Z5uOeH,0,0,0.57596540451,0.5991091132199999,0.40935900807
2502,rubble,Globally 1-844-360-WISE,#360WiseNews : China's Stock Market Crash: Are There Gems In The Rubble? http://t.co/r0FLXJx5vX,0,0,0.57463896275,0.5969806909600001,0.36433148384
2503,rubble,55 Wall Street,China's Stock Market Crash: Are There Gems In The Rubble?: ChinaÛªs stock market crash this summer has sparked ... http://t.co/vZDqQ9yPN1,0,0,0.34485656023,0.57908070087,0.5366151928899999
2575,seismic,,@elephino_ @Thrusta1 no but it's a convenient and seismic shift in 6 months from trying to bury the event and now allegedly 'enhance it',0,0,0.6676183939,0.27262017131,0.26183247566
2582,seismic,London,"Anti-fracking group seeks review over #Lancashire seismic monitoring:

http://t.co/ZzbqmGNUsl #fracking http://t.co/Y23Xzl3fZv",1,1,0.8233121633499999,0.24677695334000002,0.19579026103
2584,seismic,"Kanto, Japan",[10:45:27JST Aug06:First Alert] M4.1 at 'E off Chiba pref.' under 10km (35.8140.8). Estimated max seismic# is 3,1,1,0.9860211610799999,0.64495849609,0.44664233923
2600,sinkhole,mombasa,"Sinkhole Selfies: You Wont Believe What's In The Brooklyn Sinkhole!: 
Sinkhole Selfies: You Wont Belie... http://t.co/OFEbaKatNh",1,1,0.27799963950999995,0.58948713541,0.63569319248
2620,siren,New York,WHELEN MODEL 295SS-100 SIREN AMPLIFIER POLICE EMERGENCY VEHICLE - Full read by eBay http://t.co/Q3yYQi4A27 http://t.co/whEreofYAx,0,0,0.25664165616,0.6248046159699999,0.75846129656
2622,siren,New York,WHELEN MODEL 295SS-100 SIREN AMPLIFIER POLICE EMERGENCY VEHICLE - Full read by eBay http://t.co/UGR6REFZpT http://t.co/eYyUqX4Tbt,0,0,0.25664168596000003,0.6248046159699999,0.75846117735
2629,sirens,palm spraangs,@BobbyCakes50 so far miss may I sleeping with sirens August burns red Memphis May Fire Attila &amp; all were so good ??,0,0,0.17823842167999998,0.53024148941,0.38183805346
2643,sirens,Moreno City - Buenos Aires,Hear the Sirens ?,1,1,0.62836325169,0.12745755910999998,0.22219185531
2665,snowstorm,"NJ, USA",Tess was almost born in a snowstorm. I was 39 years ago. Here's her birth story. http://t.co/UnyuRR8baw #VBAC #NaturalBirth,0,0,0.14465746284000003,0.74388897419,0.74734258652
2666,snowstorm,The Land of Make Believe,She rose to her lofty position after being transported by accident to Oz in a hot air balloon during a snowstorm.,0,0,0.12963566184,0.9556107521100001,0.84795993567
2668,snowstorm,"Philadelphia, PA",It's creepy seeing 676 closed. It was closed during a snowstorm and my balcony overlooked the 676/76 overpass. Very eerie,1,1,0.44655767083000003,0.7132785320300001,0.6743987798700001
2669,snowstorm,"Alberta, Canada",Had a dream that @woodelijah was driving me through a snowstorm. We went to a restaurant and I left my journal behind. #writerslife,0,0,0.22227844596000002,0.46647828817000003,0.55979889631
2670,snowstorm,Mountains,RT RTphotographyUK: New #photo Oak in a snowstorm http://t.co/gWOKZELq5Q taken in #winter on the #SouthDowns #Hampshire #photography #artÛ_,1,1,0.41410124302,0.46768507361,0.5510599017100001
2672,snowstorm,Los Angeles,@BigBang_CBS ...wow...ok...um...that was like ice water blizzard snowstorm to the face.,0,0,0.1932490468,0.7362685799600001,0.8438636660600001
2677,snowstorm,Mountains,New #photo Oak in a snowstorm http://t.co/gWOKZELq5Q taken in #winter on the #SouthDowns #Hampshire #photography #art #tree #treeporn,1,1,0.49544376134999996,0.5281662344899999,0.48335751891
2682,snowstorm,,This week on dream from last night: my mom drove my car in a snowstorm. She hit another car while parallel parking. Saw my first ex......,0,0,0.16069254279,0.8092265725100001,0.67967450619
2690,storm,424 N. FAIRFAX AVE. 90036,Storm &amp; Family tonight http://t.co/0aP7MoNtjF,1,1,0.33860510588,0.84429448843,0.62573868036
2692,storm,,Another next day #ThrowbackThursday of Kinky Kristy and @KyleSalive rehearsing up a storm! #DoingHashtagsRight http://t.co/UJ9hxUg7QS,0,0,0.029925316569999996,0.71613681316,0.46071305871000007
2693,storm,Fairbanks Alaska,Aurora Prediction: Kp: 3.33(11:16) 4.67(14:16) AK (earth 2.00) 75% Status: Low Storm,0,0,0.9231340289100001,0.65981268883,0.40581122041
2703,stretcher,SP - Brasil #1,WNBA: Stars coach Dan Hughes taken off court on stretcher after collision with Danielle Robinson (ESPN) http://t.co/Jwm87uvbEf,0,0,0.75679177046,0.41371661424999995,0.13996088505
2714,stretcher,,georgegallagher: RT WNBA: Stars coach Dan Hughes taken off court on stretcher after collision with Danielle RobinÛ_ http://t.co/wz4xVZYqJd,0,0,0.6551975607899999,0.32524374126999994,0.15004055202
2721,structural%20failure,Asia,Building structural integrity &amp; failure: problems inspections damages defects testing repair | Rightways https://t.co/a1KN4U3YuA,1,1,0.39898061751999997,0.6324742436399999,0.6717633009
2755,suicide%20bomber,Pune,@ZeeNews How come no one asked the obvious QN? Why show a Hindu suicide bomber? Never heard of one.,1,1,0.94001793861,0.44069722295,0.6532717943199999
2765,suicide%20bombing,,Career goals ?? try not to cause a suicide bombing or raise psychos that like blowing shit up!,0,0,0.08870103955,0.89705449343,0.8884322047200001
2766,suicide%20bombing,"Charlotte, NC",@JRehling @MyyTwoCentss And if your best evidence is the word of a guy who encouraged suicide bombing as a means to get to heaven.....well..,0,0,0.31660652160999997,0.59550845623,0.70729970932
2769,suicide%20bombing,United Kingdom,@samfbiddle If Gawker so badly wants to commit suicide why don't you just volunteer your offices to test the new F35's bombing capabilities.,1,1,0.15476262569,0.75584673882,0.81261402369
2782,sunk,"Sussex, UK",According to the tabloids Cilla could've been saved. In the sense that Titanic wouldn't have sunk had it avoided the iceberg.,0,0,0.52603662014,0.11780998110999999,0.13113461435
2796,survive,,theyre training all the celebrities 2 b superheroes so wen the apocalypse occurs theyll survive/repopulate earth w/ superior/hot beings,0,0,0.13562104105999997,0.44097071886000005,0.65348696709
2800,survive,"Lima, Peru",#ScienceDaily Parental experience may help coral offspring survive climate change http://t.co/M2tJoxkCoU,0,0,0.58825933933,0.6632609963399999,0.29777914285999996
2802,survive,,"The #Future of Insurance and Driverless #Cars: Can the #Insurance Industry Survive #Driverless Cars?
http://t.co/zEARtXBOFt",0,0,0.46869665384,0.65413236618,0.46086248755000003
2812,survived,The Meadow,Fotoset: ÛÏYou are the person who survived a bunch of rainstorms and kept walking. I now believe that pain... http://t.co/xEGNtXnH3B,0,0,0.53525829315,0.17866964638,0.28445670009
2814,survived,portsmouth,Good news Adam Barton survived the helicopter crash in #Emmerdale maybe now he can start training &amp; get match fit. #Pompey,1,1,0.049357593059999996,0.8155255913699999,0.8824002742799999
2828,survivors,Melbourne,Important piece on long-term #health effects of #Hiroshima by @juliepower: http://t.co/J2s4Ng7wGt via @smh @croakeyblog,1,1,0.8984019756299999,0.44208559393999997,0.52440029383
2835,survivors,Orlando,#orlando Survivors of Shanghai Ghetto reunite after 70 years http://t.co/f8pE52ZeyX,1,1,0.7325135469399999,0.6417537331600001,0.42987409233999996
2841,survivors,"Temple, GA",No text is worth your life. Hear stories of survivors and pledge not to text and drive. http://t.co/xkAfgsGmZ5,1,1,0.36626598239,0.51528316736,0.42271497846
2844,survivors,,@ShaunKing Check this out: Tribute to survivors of sexual assault by law enforcement officers on facebook.,1,1,0.41132596135,0.50759547949,0.55589056015
2846,survivors,Greater Boston Area,"Your donation will make a difference in the lives of #survivors of #braininjury. Please donate today.
http://t.co/noF8f0RScb",0,0,0.15745180845,0.9221145510700001,0.67921572924
2849,terrorism,FLA,@BBCNewsAsia State sponsored terrorism.,0,0,0.6509355306600001,0.48296564817000004,0.65643149614
2854,terrorism,Citizen of the World,Combating #fear of #terrorismturn off your tv &amp;Veterans For Peace Calls 4 an End 2 #NATO #VFP http://t.co/YPPG4kZIpS http://t.co/cBfdI6LF2X,1,1,0.5590305328399999,0.26872330903999997,0.18296818434999998
2856,terrorism,"Washington, DC",New US counter #terrorism program urges #Muslims to rat each other out critics say http://t.co/r0w85x3b0z http://t.co/VUUQqBo6mp,1,1,0.6179573535899999,0.40699326992,0.47416615486
2861,terrorism,,New US counter #terrorism program urges #Muslims to rat each other out critics say http://t.co/mVn6T9VhUl http://t.co/7lUfjX684i,0,0,0.6179573535899999,0.40699326992,0.47416615486
2874,terrorist,,To whom we shld ask tht from where this bldy PAK terrorist has entered in our country...?,1,1,0.90117865801,0.34955909848000005,0.4869897663600001
2875,terrorist,patna,#Article 370 hs to.remove by this govt.otherwise our son who is on Border 'll b slain by Muslim terrorist.Bstrd Media takig SculrismFinis'em,0,0,0.7555154562,0.48560342193000006,0.6785001158699999
2877,terrorist,,Stop using the money of tax layers of the country to feed bloody terrorist. Shot them and give a strong msg as other country does...,1,1,0.5763429999399999,0.49560931325,0.48360401391999996
2878,terrorist,Bharat.,I always wonder why and how media is capable to meet or get details of terrorist? Cops dont even get to know them primarily? Strange,0,0,0.72766429186,0.36108446121,0.5157107710800001
2884,threat,,White Space Devices Pose Threat to Medical Devices Warns Lawmakers http://t.co/kZ240R8qp9,0,0,0.44143676758,0.67640924454,0.6755763292300001
2886,threat,,Angry Orchard Hard Cider Recalled Due To Threat of Exploding Bottles http://t.co/OXgefsoF2B,1,1,0.39604607224,0.7136112451600001,0.6987533569300001
2887,threat,"Portland, Oregon, USA",Most Popular Content Top story: Barrel Bombs Not ISIS Are the Greatest ThreatÛ_ http://t.co/c8YYUWmefG see more http://t.co/BsMz4qlLBN,1,1,0.65460395813,0.48404878378,0.34564501046999996
2890,thunder,@kiarakardashhh | Fayetteville,this thunder though.......,0,0,0.67678403854,0.16598570347000002,0.24367459118
2898,thunder,ny || ga,it doesn't really get much better then summer thunder storms wrapped in a blanket. #icouldsitinthismomentforever,1,1,0.63979667425,0.45994582772,0.36877292395000005
2905,thunderstorm,Cambridge,A Dog Was Abandoned In A Thunderstorm. But Then A Neighbor Steps Up And Does THIS http://t.co/iR3OXEH7id,1,1,0.46473234892,0.51717841625,0.40526407956999994
2908,thunderstorm,finland,Just woke up to the loudest thunderstorm I've ever heard,1,1,0.69735312462,0.20248401165,0.35136154294
2913,thunderstorm,,Loud ass thunderstorm for no reason !??,1,1,0.8504203558,0.11224940419000001,0.13646805286
2916,thunderstorm,336,Pretty bad ass thunderstorm,1,1,0.8583420515100001,0.14823620021,0.14888752997000002
2917,tornado,,I asked my dad 'what if a tornado comes ?'and he said 'well you better stick your head between your legs and kiss your butt goodbye'??,0,0,0.77658116817,0.09653919935000001,0.09850302339
2920,tornado,,#tornado #singapore Mac and #cheese #around the world - mac cheese cookbook: http://t.co/rgAm3eQOwn Mac and Ch http://t.co/X6ZJpzB8UP,1,1,0.6407789588,0.051126405599999994,0.07994442432999999
2926,tornado,,@sarahnandola BTW we all live in libertyville now. Bc of the tornado,1,1,0.9701528549200001,0.48816251755,0.51470148563
2936,tragedy,America,They can only ban SAFE abortions- back alley tragedy will come back. USA is NOT a theocracy!!!!! http://t.co/qIkS2FUTb1,0,0,0.47302570938999994,0.8567248582800001,0.80602759123
2937,tragedy,"Berkeley, CA",@MindfulYoga responds to the tragedy of #CecilTheLion http://t.co/5tPZ7loLlX #yoga #compassion @Hugger_Mugger http://t.co/MhIF6mPNTs,1,1,0.30702918768000004,0.57268589735,0.43468669057
2938,tragedy,Sheeps Clothing,@MeekMill Have your beef Idgaf but you went too far when you used a tragedy where PEOPLE DIED to insult Drake. You owe T.O an apology.,1,1,0.08548581599999999,0.49818828702,0.74919837713
2960,trapped,,1961 LES WOZNI In Hospital After He Broke His Leg Trapped in CAVE IN Press Photo http://t.co/7Rr4lo1lfW http://t.co/IOLOFaphsv,1,1,0.53114795685,0.38450345397,0.40971046685999996
2964,trauma,,Students suffering from trauma ÛÓ like divorce violence &amp; poverty ÛÓ often act out. Schools are trying a new approach. http://t.co/mDaCuJ9W1q,0,0,0.22800537944000002,0.65413737297,0.76206022501
2968,trauma,"Nashville, TN",Esteemed journalist recalls tragic effects of unaddressed #childhood #trauma. #counciling #therapy #newauthors #HIV http://t.co/GXq1AuhzCy,0,0,0.55191671848,0.6997366547600001,0.47736275196
2971,trauma,,@MountSinaiNYC @Beingtweets @Susancares2x #onbeingwithKristaTippett This is important for women living w/HIV the science of trauma,0,0,0.62472361326,0.23253925144999998,0.26780715585000003
2974,trauma,"California, USA",@AngstAttack Dating a woman does NOT make you a Lesbian. However Lesbians are in fact caused by experiencing trauma involving a man.,0,0,0.29788756370999997,0.47536358237,0.5724645257
2975,trauma,"Austin,Tx","Why #Marijuana Is Critical For Research in Treating #PTSD

http://t.co/5PRq6FvE5Z 
#hempoil #cannabis #marijuananews http://t.co/HcvbwtKlMT",0,0,0.19259154797000003,0.51987427473,0.5087777972199999
2981,trauma,S.P.Brasil,PTSD research aims to answer a question left to future researchers in 1922 by a post WW1 inquiry http://t.co/gRDebWx70f,1,1,0.65674620867,0.21979475020999997,0.09226822107999999
2986,traumatised,Time for NON VIOLENT dissent!,"@PeterDutton_MP 
YOU DIDN'T 'STARE' DOWN 'PPL SMUGGLERS' 
YOU PAID THEM TO GO AWAY!
2 men died many traumatised children abused. #auspol",1,1,0.9450954198799999,0.50614118576,0.33152556419
2995,traumatised,Free and democratic Britain,@lovestheworld55 @SemiMooch so that's why you're now willing to believe nonsense - you were traumatised? Sorry to hear but bible still fake,1,1,0.5456115603399999,0.12720234692,0.0760622099
3019,tsunami,,TheDIYHacks: RT Illusionimagess: A tsunami cloud. http://t.co/H6t4x1EVTx,1,1,0.41960915923000003,0.82785308361,0.5262106657
